group,value
variant,1329.00
variant,4164.00
variant,5.00
variant,0.00
variant,0.00
variant,47910.00
variant,0.00
variant,0.00
variant,24124.00
variant,506.00
variant,0.00
variant,1591.00
variant,0.00
variant,7776.00
variant,41981.00
variant,0.00
variant,0.00
variant,7291.00
variant,0.00
variant,0.00
variant,5663.00
variant,1818.00
variant,718.00
variant,6614.00
variant,6075.00
variant,0.00
variant,1061.00
variant,9011.00
variant,3252.00
variant,0.00
variant,0.00
variant,31765.00
variant,3282.00
variant,0.00
variant,11.00
variant,161015.00
variant,12.00
variant,55.00
variant,540.00
variant,18298.00
variant,0.00
variant,10090.00
variant,0.00
variant,12784.00
variant,5594.00
variant,2007.00
variant,0.00
variant,216.00
variant,0.00
variant,36.00
variant,0.00
variant,0.00
variant,7897.00
variant,262920.00
variant,0.00
variant,117064.00
variant,17.00
variant,15786.00
variant,33.00
variant,0.00
variant,46353.00
variant,1315.00
variant,0.00
variant,10902.00
variant,0.00
variant,0.00
variant,0.00
variant,17077.00
variant,0.00
variant,0.00
variant,19168.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,4321.00
variant,2948.00
variant,2213.00
variant,0.00
variant,382.00
variant,18452.00
variant,0.00
variant,0.00
variant,2976.00
variant,363.00
variant,1633.00
variant,0.00
variant,3423.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,1850.00
variant,0.00
variant,0.00
variant,2933.00
variant,23012.00
variant,0.00
variant,0.00
variant,0.00
variant,5461.00
variant,9.00
variant,76.00
variant,0.00
variant,10820.00
variant,3407.00
variant,0.00
variant,0.00
variant,0.00
variant,846.00
variant,0.00
variant,2809.00
variant,0.00
variant,2123.00
variant,0.00
variant,0.00
variant,459.00
variant,72361.00
variant,0.00
variant,0.00
variant,26160.00
variant,0.00
variant,92.00
variant,0.00
variant,598.00
variant,0.00
variant,8574.00
variant,29036.00
variant,5580.00
variant,6893.00
variant,577.00
variant,43.00
variant,60660.00
variant,0.00
variant,3879.00
variant,0.00
variant,9.00
variant,0.00
variant,3473.00
variant,931.00
variant,3737.00
variant,5704.00
variant,3558.00
variant,454.00
variant,3139.00
variant,0.00
variant,3587.00
variant,7958.00
variant,0.00
variant,204343.00
variant,0.00
variant,55339.00
variant,0.00
variant,4240.00
variant,141.00
variant,447.00
variant,4.00
variant,0.00
variant,59897.00
variant,1560.00
variant,5507.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,795.00
variant,0.00
variant,0.00
variant,31238.00
variant,0.00
variant,9212.00
variant,5112.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,3.00
variant,0.00
variant,161606.00
variant,11.00
variant,32564.00
variant,3362.00
variant,207.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,1596.00
variant,13464.00
variant,0.00
variant,19676.00
variant,113.00
variant,10058.00
variant,0.00
variant,3.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,15766.00
variant,0.00
variant,2934.00
variant,32.00
variant,0.00
variant,0.00
variant,0.00
variant,91782.00
variant,0.00
variant,3596.00
variant,220.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,190.00
variant,0.00
variant,22585.00
variant,0.00
variant,3539.00
variant,0.00
variant,0.00
variant,44707.00
variant,9903.00
variant,5627.00
variant,0.00
variant,5017.00
variant,0.00
variant,0.00
variant,0.00
variant,45038.00
variant,14816.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,69714.00
variant,958.00
variant,0.00
variant,5310.00
variant,0.00
variant,0.00
variant,17153.00
variant,0.00
variant,85098.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,10515.00
variant,105.00
variant,2189.00
variant,0.00
variant,0.00
variant,5.00
variant,0.00
variant,942.00
variant,13925.00
variant,0.00
variant,900.00
variant,14035.00
variant,0.00
variant,0.00
variant,3233.00
variant,1832.00
variant,45.00
variant,11502.00
variant,5076.00
variant,0.00
variant,0.00
variant,0.00
variant,8322.00
variant,0.00
variant,0.00
variant,262.00
variant,0.00
variant,0.00
variant,214.00
variant,0.00
variant,0.00
variant,78.00
variant,1588.00
variant,0.00
variant,61.00
variant,6790.00
variant,478.00
variant,8809.00
variant,0.00
variant,81.00
variant,0.00
variant,1924.00
variant,3408.00
variant,128889.00
variant,0.00
variant,248.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,917.00
variant,121.00
variant,0.00
variant,0.00
variant,0.00
variant,358.00
variant,0.00
variant,0.00
variant,0.00
variant,15255.00
variant,3468.00
variant,0.00
variant,17806.00
variant,12565.00
variant,0.00
variant,6487.00
variant,0.00
variant,763.00
variant,4200.00
variant,2957.00
variant,0.00
variant,0.00
variant,49.00
variant,1481.00
variant,0.00
variant,4035.00
variant,11341.00
variant,3107.00
variant,6.00
variant,8716.00
variant,34380.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,33.00
variant,0.00
variant,0.00
variant,26430.00
variant,9.00
variant,19352.00
variant,11348.00
variant,0.00
variant,8174.00
variant,0.00
variant,0.00
variant,4795.00
variant,30139.00
variant,0.00
variant,0.00
variant,17737.00
variant,0.00
variant,49967.00
variant,0.00
variant,0.00
variant,3180.00
variant,2607.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,19817.00
variant,0.00
variant,0.00
variant,15978.00
variant,0.00
variant,0.00
variant,0.00
variant,7.00
variant,42360.00
variant,0.00
variant,5.00
variant,0.00
variant,2524.00
variant,0.00
variant,0.00
variant,5.00
variant,1968.00
variant,1851.00
variant,19266.00
variant,1927.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,633.00
variant,0.00
variant,0.00
variant,996.00
variant,0.00
variant,0.00
variant,10976.00
variant,33040.00
variant,0.00
variant,0.00
variant,5596.00
variant,0.00
variant,0.00
variant,17911.00
variant,85.00
variant,0.00
variant,0.00
variant,25746.00
variant,535.00
variant,0.00
variant,0.00
variant,0.00
variant,59408.00
variant,0.00
variant,17.00
variant,11360.00
variant,0.00
variant,4.00
variant,0.00
variant,0.00
variant,1057.00
variant,8335.00
variant,0.00
variant,6644.00
variant,20779.00
variant,9796.00
variant,682.00
variant,2734.00
variant,26413.00
variant,0.00
variant,0.00
variant,5147.00
variant,0.00
variant,272.00
variant,0.00
variant,0.00
variant,0.00
variant,28180.00
variant,0.00
variant,0.00
variant,240.00
variant,4086.00
variant,0.00
variant,22665.00
variant,284.00
variant,0.00
variant,7234.00
variant,6790.00
variant,3897.00
variant,8.00
variant,0.00
variant,7310.00
variant,2090.00
variant,0.00
variant,10466.00
variant,0.00
variant,140.00
variant,6297.00
variant,63.00
variant,2519.00
variant,4.00
variant,51400.00
variant,60178.00
variant,0.00
variant,10708.00
variant,0.00
variant,0.00
variant,0.00
variant,2093.00
variant,0.00
variant,7082.00
variant,5187.00
variant,24072.00
variant,3067.00
variant,0.00
variant,1500.00
variant,5327.00
variant,0.00
variant,73038.00
variant,23772.00
variant,17670.00
variant,2211.00
variant,0.00
variant,236.00
variant,1821.00
variant,136.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,12731.00
variant,0.00
variant,1356.00
variant,2537.00
variant,0.00
variant,26452.00
variant,12036.00
variant,0.00
variant,2242.00
variant,0.00
variant,0.00
variant,0.00
variant,8285.00
variant,9317.00
variant,0.00
variant,0.00
variant,28441.00
variant,3421.00
variant,2199.00
variant,6249.00
variant,0.00
variant,0.00
variant,0.00
variant,15.00
variant,685.00
variant,0.00
variant,1040.00
variant,196.00
variant,2789.00
variant,650.00
variant,0.00
variant,0.00
variant,5357.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,5092.00
variant,161238.00
variant,1367.00
variant,2837.00
variant,0.00
variant,21507.00
variant,0.00
variant,3301.00
variant,16481.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,5435.00
variant,2470.00
variant,11926.00
variant,11038.00
variant,11.00
variant,0.00
variant,0.00
variant,1549.00
variant,7973.00
variant,27.00
variant,0.00
variant,855.00
variant,9703.00
variant,0.00
variant,1380.00
variant,0.00
variant,5949.00
variant,423.00
variant,0.00
variant,4867.00
variant,0.00
variant,0.00
variant,36.00
variant,560.00
variant,1442.00
variant,136008.00
variant,621.00
variant,0.00
variant,0.00
variant,7143.00
variant,133218.00
variant,0.00
variant,30.00
variant,900.00
variant,0.00
variant,0.00
variant,5127.00
variant,0.00
variant,1379.00
variant,0.00
variant,4941.00
variant,4172.00
variant,0.00
variant,8731.00
variant,4.00
variant,0.00
variant,88.00
variant,0.00
variant,16367.00
variant,0.00
variant,0.00
variant,2665.00
variant,1680.00
variant,0.00
variant,3289.00
variant,0.00
variant,1000.00
variant,0.00
variant,0.00
variant,36801.00
variant,10497.00
variant,7998.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,19170.00
variant,0.00
variant,9716.00
variant,1620.00
variant,7.00
variant,5669.00
variant,3541.00
variant,0.00
variant,0.00
variant,3349.00
variant,10408.00
variant,0.00
variant,22016.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,6515.00
variant,2803.00
variant,0.00
variant,0.00
variant,821.00
variant,650.00
variant,40.00
variant,0.00
variant,9733.00
variant,0.00
variant,0.00
variant,39664.00
variant,10466.00
variant,0.00
variant,9495.00
variant,516.00
variant,0.00
variant,0.00
variant,0.00
variant,736.00
variant,0.00
variant,0.00
variant,0.00
variant,55987.00
variant,41420.00
variant,1652.00
variant,18937.00
variant,1673.00
variant,0.00
variant,1731.00
variant,0.00
variant,0.00
variant,1895.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,11581.00
variant,2715.00
variant,1206.00
variant,271.00
variant,0.00
variant,3748.00
variant,76.00
variant,4874.00
variant,8874.00
variant,972.00
variant,399.00
variant,0.00
variant,0.00
variant,0.00
variant,99.00
variant,5479.00
variant,709.00
variant,0.00
variant,0.00
variant,0.00
variant,33880.00
variant,1316.00
variant,0.00
variant,0.00
variant,0.00
variant,28.00
variant,4267.00
variant,0.00
variant,882.00
variant,0.00
variant,115.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,8435.00
variant,49278.00
variant,3382.00
variant,1072.00
variant,0.00
variant,140915.00
variant,461.00
variant,0.00
variant,86.00
variant,0.00
variant,11680.00
variant,0.00
variant,177.00
variant,0.00
variant,0.00
variant,0.00
variant,4686.00
variant,1379.00
variant,0.00
variant,2150.00
variant,162974.00
variant,1663.00
variant,0.00
variant,0.00
variant,4925.00
variant,0.00
variant,0.00
variant,168.00
variant,0.00
variant,7.00
variant,0.00
variant,415.00
variant,3368.00
variant,0.00
variant,3105.00
variant,155.00
variant,0.00
variant,0.00
variant,0.00
variant,12633.00
variant,21465.00
variant,0.00
variant,0.00
variant,0.00
variant,41842.00
variant,0.00
variant,0.00
variant,10437.00
variant,2489.00
variant,0.00
variant,30040.00
variant,0.00
variant,0.00
variant,11864.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,414.00
variant,1946.00
variant,0.00
variant,0.00
variant,34336.00
variant,2487.00
variant,0.00
variant,2704.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,7419.00
variant,20358.00
variant,0.00
variant,7345.00
variant,1639.00
variant,834.00
variant,0.00
variant,12.00
variant,16937.00
variant,1994.00
variant,4165.00
variant,0.00
variant,5011.00
variant,20294.00
variant,4.00
variant,0.00
variant,0.00
variant,0.00
variant,1863.00
variant,33880.00
variant,15362.00
variant,106.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,2509.00
variant,0.00
variant,41371.00
variant,15608.00
variant,3301.00
variant,0.00
variant,75155.00
variant,0.00
variant,4.00
variant,911.00
variant,3527.00
variant,7596.00
variant,0.00
variant,95702.00
variant,0.00
variant,0.00
variant,20517.00
variant,0.00
variant,0.00
variant,0.00
variant,15644.00
variant,566.00
variant,3.00
variant,106.00
variant,6376.00
variant,0.00
variant,8946.00
variant,0.00
variant,16.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,16546.00
variant,2927.00
variant,388.00
variant,0.00
variant,63534.00
variant,3448.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,535.00
variant,0.00
variant,353.00
variant,64298.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,265.00
variant,0.00
variant,66.00
variant,2169.00
variant,0.00
variant,21.00
variant,31280.00
variant,101036.00
variant,0.00
variant,0.00
variant,1749.00
variant,4714.00
variant,0.00
variant,1609.00
variant,39815.00
variant,1524.00
variant,17441.00
variant,1562.00
variant,0.00
variant,1659.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,7164.00
variant,27827.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,40450.00
variant,0.00
variant,4567.00
variant,0.00
variant,0.00
variant,249.00
variant,10314.00
variant,0.00
variant,0.00
variant,127717.00
variant,0.00
variant,6188.00
variant,25035.00
variant,0.00
variant,0.00
variant,2776.00
variant,0.00
variant,0.00
variant,17954.00
variant,5100.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,3341.00
variant,11944.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,639.00
variant,7156.00
variant,3023.00
variant,0.00
variant,355.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,6566.00
variant,27172.00
variant,61492.00
variant,0.00
variant,3027.00
variant,7473.00
variant,0.00
variant,0.00
variant,3403.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,49.00
variant,122596.00
variant,18370.00
variant,29891.00
variant,20039.00
variant,5064.00
variant,0.00
variant,2236.00
variant,986.00
variant,0.00
variant,0.00
variant,5972.00
variant,30290.00
variant,1726.00
variant,0.00
variant,0.00
variant,34830.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,430.00
variant,755.00
variant,0.00
variant,0.00
variant,197.00
variant,3387.00
variant,0.00
variant,6.00
variant,169.00
variant,0.00
variant,42124.00
variant,0.00
variant,0.00
variant,1520.00
variant,4517.00
variant,5076.00
variant,0.00
variant,33956.00
variant,0.00
variant,1582.00
variant,0.00
variant,0.00
variant,2020.00
variant,13.00
variant,187.00
variant,13177.00
variant,1218.00
variant,0.00
variant,0.00
variant,5140.00
variant,2461.00
variant,0.00
variant,0.00
variant,0.00
variant,9584.00
variant,42743.00
variant,0.00
variant,4123.00
variant,0.00
variant,925.00
variant,347.00
variant,0.00
variant,3331.00
variant,1427.00
variant,26886.00
variant,28366.00
variant,0.00
variant,3266.00
variant,0.00
variant,2163.00
variant,0.00
variant,1980.00
variant,71.00
variant,0.00
variant,0.00
variant,520.00
variant,0.00
variant,0.00
variant,1669.00
variant,0.00
variant,34321.00
variant,0.00
variant,17909.00
variant,7028.00
variant,0.00
variant,2678.00
variant,23159.00
variant,1554.00
variant,0.00
variant,1572.00
variant,32306.00
variant,0.00
variant,4754.00
variant,1244.00
variant,0.00
variant,4738.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,3521.00
variant,0.00
variant,772.00
variant,570.00
variant,0.00
variant,48586.00
variant,0.00
variant,10447.00
variant,4723.00
variant,139.00
variant,0.00
variant,4961.00
variant,0.00
variant,0.00
variant,12699.00
variant,8448.00
variant,0.00
variant,2535.00
variant,8563.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,232.00
variant,25606.00
variant,2533.00
variant,125.00
variant,4649.00
variant,3093.00
variant,0.00
variant,0.00
variant,1334.00
variant,1085.00
variant,6190.00
variant,0.00
variant,8927.00
variant,3820.00
variant,1012.00
variant,15759.00
variant,0.00
variant,0.00
variant,256.00
variant,928.00
variant,15273.00
variant,3807.00
variant,14685.00
variant,3384.00
variant,0.00
variant,0.00
variant,2402.00
variant,0.00
variant,19707.00
variant,3861.00
variant,55.00
variant,1884.00
variant,0.00
variant,4857.00
variant,0.00
variant,433.00
variant,1395.00
variant,0.00
variant,10162.00
variant,2466.00
variant,0.00
variant,409.00
variant,48927.00
variant,5399.00
variant,3845.00
variant,2624.00
variant,755.00
variant,1480.00
variant,575.00
variant,30564.00
variant,3589.00
variant,0.00
variant,7499.00
variant,2811.00
variant,1156.00
variant,0.00
variant,0.00
variant,0.00
variant,3810.00
variant,4299.00
variant,0.00
variant,0.00
variant,0.00
variant,1259.00
variant,45877.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,840.00
variant,0.00
variant,0.00
variant,10785.00
variant,0.00
variant,52183.00
variant,16419.00
variant,4.00
variant,0.00
variant,113519.00
variant,4233.00
variant,0.00
variant,8781.00
variant,0.00
variant,21559.00
variant,0.00
variant,5919.00
variant,0.00
variant,0.00
variant,730.00
variant,25265.00
variant,10623.00
variant,30144.00
variant,0.00
variant,3108.00
variant,1815.00
variant,0.00
variant,0.00
variant,7652.00
variant,0.00
variant,0.00
variant,7248.00
variant,8263.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,1299.00
variant,168241.00
variant,229.00
variant,16762.00
variant,2084.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,12995.00
variant,56047.00
variant,43412.00
variant,60.00
variant,0.00
variant,2903.00
variant,0.00
variant,0.00
variant,358.00
variant,741.00
variant,56431.00
variant,0.00
variant,274.00
variant,0.00
variant,0.00
variant,0.00
variant,90.00
variant,9233.00
variant,0.00
variant,0.00
variant,0.00
variant,13092.00
variant,1606.00
variant,0.00
variant,6443.00
variant,0.00
variant,0.00
variant,0.00
variant,1610.00
variant,45.00
variant,287.00
variant,0.00
variant,0.00
variant,0.00
variant,2136.00
variant,5269.00
variant,5267.00
variant,0.00
variant,24155.00
variant,0.00
variant,0.00
variant,1832.00
variant,0.00
variant,0.00
variant,443.00
variant,0.00
variant,609.00
variant,3185.00
variant,0.00
variant,16.00
variant,12.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,86300.00
variant,0.00
variant,0.00
variant,44278.00
variant,0.00
variant,7.00
variant,0.00
variant,0.00
variant,2652.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,10823.00
variant,0.00
variant,0.00
variant,11.00
variant,0.00
variant,74310.00
variant,7564.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,11.00
variant,0.00
variant,1880.00
variant,0.00
variant,9.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,135.00
variant,70046.00
variant,3655.00
variant,6902.00
variant,0.00
variant,0.00
variant,14312.00
variant,0.00
variant,1666.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,11323.00
variant,2880.00
variant,0.00
variant,3367.00
variant,0.00
variant,0.00
variant,84.00
variant,0.00
variant,5.00
variant,2197.00
variant,0.00
variant,0.00
variant,11013.00
variant,1008.00
variant,4997.00
variant,13777.00
variant,0.00
variant,8433.00
variant,0.00
variant,3638.00
variant,0.00
variant,4895.00
variant,1882.00
variant,0.00
variant,0.00
variant,10538.00
variant,33705.00
variant,10901.00
variant,0.00
variant,41684.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,33262.00
variant,3904.00
variant,3434.00
variant,0.00
variant,28.00
variant,0.00
variant,0.00
variant,45750.00
variant,0.00
variant,7.00
variant,5816.00
variant,1335.00
variant,7.00
variant,0.00
variant,4280.00
variant,0.00
variant,753.00
variant,2069.00
variant,2269.00
variant,0.00
variant,0.00
variant,0.00
variant,36473.00
variant,2299.00
variant,54.00
variant,0.00
variant,0.00
variant,3292.00
variant,0.00
variant,0.00
variant,18423.00
variant,14389.00
variant,0.00
variant,0.00
variant,4734.00
variant,0.00
variant,2910.00
variant,2787.00
variant,47.00
variant,0.00
variant,44138.00
variant,2823.00
variant,0.00
variant,0.00
variant,0.00
variant,11515.00
variant,0.00
variant,1513.00
variant,9324.00
variant,1791.00
variant,0.00
variant,830.00
variant,6869.00
variant,14313.00
variant,1666.00
variant,4244.00
variant,600.00
variant,0.00
variant,4805.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,9166.00
variant,114.00
variant,2864.00
variant,0.00
variant,22554.00
variant,0.00
variant,56328.00
variant,9750.00
variant,23387.00
variant,0.00
variant,2017.00
variant,5525.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,58705.00
variant,1009.00
variant,0.00
variant,7570.00
variant,0.00
variant,2962.00
variant,6803.00
variant,9085.00
variant,0.00
variant,0.00
variant,0.00
variant,39087.00
variant,9904.00
variant,0.00
variant,0.00
variant,11507.00
variant,0.00
variant,9.00
variant,0.00
variant,0.00
variant,2299.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,2159.00
variant,0.00
variant,21945.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,43301.00
variant,0.00
variant,17890.00
variant,1236.00
variant,27356.00
variant,0.00
variant,0.00
variant,4526.00
variant,120.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,14466.00
variant,909.00
variant,0.00
variant,38.00
variant,0.00
variant,271529.00
variant,197.00
variant,0.00
variant,0.00
variant,16835.00
variant,601.00
variant,0.00
variant,0.00
variant,2571.00
variant,0.00
variant,62980.00
variant,18.00
variant,23780.00
variant,10040.00
variant,1983.00
variant,6703.00
variant,0.00
variant,0.00
variant,1498.00
variant,0.00
variant,3970.00
variant,0.00
variant,9.00
variant,0.00
variant,0.00
variant,0.00
variant,6773.00
variant,4768.00
variant,0.00
variant,3895.00
variant,15340.00
variant,0.00
variant,39690.00
variant,15.00
variant,0.00
variant,0.00
variant,3509.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,7229.00
variant,2955.00
variant,0.00
variant,17069.00
variant,200.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,95852.00
variant,1370.00
variant,0.00
variant,501.00
variant,1959.00
variant,43.00
variant,2167.00
variant,428.00
variant,0.00
variant,7726.00
variant,0.00
variant,0.00
variant,1467.00
variant,0.00
variant,0.00
variant,12.00
variant,0.00
variant,674.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,39857.00
variant,0.00
variant,319.00
variant,0.00
variant,0.00
variant,0.00
variant,786.00
variant,0.00
variant,0.00
variant,0.00
variant,3144.00
variant,73.00
variant,0.00
variant,9434.00
variant,32.00
variant,0.00
variant,31903.00
variant,370.00
variant,5423.00
variant,612.00
variant,963.00
variant,19047.00
variant,0.00
variant,0.00
variant,54936.00
variant,5578.00
variant,3833.00
variant,0.00
variant,20911.00
variant,2138.00
variant,8070.00
variant,89971.00
variant,0.00
variant,0.00
variant,135.00
variant,46541.00
variant,0.00
variant,0.00
variant,0.00
variant,6319.00
variant,0.00
variant,15459.00
variant,1218.00
variant,0.00
variant,0.00
variant,0.00
variant,12338.00
variant,0.00
variant,22222.00
variant,0.00
variant,0.00
variant,1998.00
variant,445.00
variant,3802.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,11381.00
variant,2784.00
variant,88.00
variant,5084.00
variant,0.00
variant,3530.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,16232.00
variant,3460.00
variant,0.00
variant,0.00
variant,67588.00
variant,2479.00
variant,0.00
variant,0.00
variant,0.00
variant,198.00
variant,0.00
variant,4099.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,179.00
variant,0.00
variant,0.00
variant,0.00
variant,24537.00
variant,26384.00
variant,850.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,479.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,8836.00
variant,20068.00
variant,6513.00
variant,0.00
variant,148.00
variant,16960.00
variant,93.00
variant,6795.00
variant,0.00
variant,0.00
variant,23.00
variant,0.00
variant,0.00
variant,0.00
variant,5196.00
variant,49784.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,6.00
variant,0.00
variant,0.00
variant,0.00
variant,7681.00
variant,1720.00
variant,2425.00
variant,3158.00
variant,0.00
variant,30.00
variant,15547.00
variant,2173.00
variant,9074.00
variant,13712.00
variant,17.00
variant,16729.00
variant,1678.00
variant,11509.00
variant,12.00
variant,10466.00
variant,0.00
variant,0.00
variant,0.00
variant,81.00
variant,9500.00
variant,35167.00
variant,0.00
variant,0.00
variant,22.00
variant,343.00
variant,212.00
variant,30572.00
variant,17262.00
variant,3643.00
variant,45523.00
variant,2399.00
variant,4290.00
variant,6586.00
variant,4969.00
variant,301.00
variant,3470.00
variant,0.00
variant,0.00
variant,833.00
variant,178009.00
variant,0.00
variant,0.00
variant,189.00
variant,4784.00
variant,486.00
variant,0.00
variant,10764.00
variant,0.00
variant,10264.00
variant,47288.00
variant,0.00
variant,3330.00
variant,37133.00
variant,5392.00
variant,0.00
variant,0.00
variant,10727.00
variant,16829.00
variant,0.00
variant,10351.00
variant,0.00
variant,0.00
variant,45233.00
variant,0.00
variant,0.00
variant,37.00
variant,2309.00
variant,0.00
variant,0.00
variant,13682.00
variant,319.00
variant,1413.00
variant,38.00
variant,300.00
variant,2978.00
variant,3260.00
variant,0.00
variant,6494.00
variant,240.00
variant,63613.00
variant,0.00
variant,94.00
variant,4233.00
variant,0.00
variant,0.00
variant,1683.00
variant,370.00
variant,0.00
variant,10329.00
variant,0.00
variant,0.00
variant,0.00
variant,82951.00
variant,23685.00
variant,0.00
variant,10.00
variant,15086.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,37.00
variant,7556.00
variant,0.00
variant,0.00
variant,944.00
variant,0.00
variant,0.00
variant,33.00
variant,43.00
variant,0.00
variant,7219.00
variant,0.00
variant,7266.00
variant,0.00
variant,40525.00
variant,3780.00
variant,0.00
variant,79.00
variant,0.00
variant,0.00
variant,647.00
variant,0.00
variant,0.00
variant,0.00
variant,3586.00
variant,67.00
variant,465.00
variant,0.00
variant,3182.00
variant,1996.00
variant,3105.00
variant,0.00
variant,33.00
variant,6071.00
variant,0.00
variant,5838.00
variant,1665.00
variant,0.00
variant,8354.00
variant,2984.00
variant,0.00
variant,0.00
variant,5005.00
variant,0.00
variant,0.00
variant,30.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,38394.00
variant,467.00
variant,1937.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,4642.00
variant,0.00
variant,0.00
variant,6652.00
variant,0.00
variant,15870.00
variant,3652.00
variant,33586.00
variant,2360.00
variant,0.00
variant,12293.00
variant,5253.00
variant,0.00
variant,1712.00
variant,0.00
variant,2006.00
variant,10151.00
variant,29981.00
variant,1775.00
variant,0.00
variant,2484.00
variant,0.00
variant,180643.00
variant,0.00
variant,119.00
variant,54.00
variant,14173.00
variant,0.00
variant,0.00
variant,14.00
variant,57732.00
variant,4921.00
variant,0.00
variant,5958.00
variant,235.00
variant,0.00
variant,0.00
variant,0.00
variant,6.00
variant,218.00
variant,0.00
variant,0.00
variant,859.00
variant,0.00
variant,3103.00
variant,17024.00
variant,5086.00
variant,0.00
variant,604.00
variant,2282.00
variant,629.00
variant,5316.00
variant,116506.00
variant,33.00
variant,46062.00
variant,12.00
variant,60.00
variant,37449.00
variant,0.00
variant,0.00
variant,0.00
variant,4.00
variant,0.00
variant,2880.00
variant,9.00
variant,0.00
variant,0.00
variant,0.00
